"route_key","record_type","source_path","target_path","status","force","definition_count","canonical_file","canonical_url","in_sitemap","live_status","live_location","chain_result","disposition","evidence_basis","notes"
"redirect:/blog/ai-etas-smart-scheduling-uk-trades-2026.html","redirect","/blog/ai-etas-smart-scheduling-uk-trades-2026.html","/blog/ai-etas-smart-scheduling-uk-trades-2026","301","true","1","blog/ai-etas-smart-scheduling-uk-trades-2026.html","https://silverstone-ai.com/blog/ai-etas-smart-scheduling-uk-trades-2026","no","301","/blog/ai-etas-smart-scheduling-uk-trades-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-lead-capture-trades-uk-2026.html","redirect","/blog/ai-lead-capture-trades-uk-2026.html","/blog/ai-lead-capture-trades-uk-2026","301","true","2","blog/ai-lead-capture-trades-uk-2026.html","https://silverstone-ai.com/blog/ai-lead-capture-trades-uk-2026","no","301","/blog/ai-lead-capture-trades-uk-2026","redirect target not recursively followed","refactor","repository evidence + live HTTP","duplicate definition count 2"
"redirect:/blog/ai-lead-capture-uk-trades-2026.html","redirect","/blog/ai-lead-capture-uk-trades-2026.html","/blog/ai-lead-capture-uk-trades-2026","301","true","1","blog/ai-lead-capture-uk-trades-2026.html","https://silverstone-ai.com/blog/ai-lead-capture-uk-trades-2026","no","301","/blog/ai-lead-capture-uk-trades-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-lead-qualification-estate-agents-2026.html","redirect","/blog/ai-lead-qualification-estate-agents-2026.html","/blog/ai-lead-qualification-estate-agents-2026","301","true","1","blog/ai-lead-qualification-estate-agents-2026.html","https://silverstone-ai.com/blog/ai-lead-qualification-estate-agents-2026","no","301","/blog/ai-lead-qualification-estate-agents-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-no-show-reduction-uk-salons-barbers.html","redirect","/blog/ai-no-show-reduction-uk-salons-barbers.html","/blog/ai-no-show-reduction-uk-salons-barbers","301","true","1","blog/ai-no-show-reduction-uk-salons-barbers.html","https://silverstone-ai.com/blog/ai-no-show-reduction-uk-salons-barbers","no","301","/blog/ai-no-show-reduction-uk-salons-barbers","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-receptionist-small-business-2026.html","redirect","/blog/ai-receptionist-small-business-2026.html","/blog/ai-receptionist-small-business-2026","301","true","1","blog/ai-receptionist-small-business-2026.html","https://silverstone-ai.com/blog/ai-receptionist-small-business-2026","no","301","/blog/ai-receptionist-small-business-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-receptionist-uk-costs-roi-2026.html","redirect","/blog/ai-receptionist-uk-costs-roi-2026.html","/blog/ai-receptionist-uk-costs-roi-2026","301","true","1","blog/ai-receptionist-uk-costs-roi-2026.html","https://silverstone-ai.com/blog/ai-receptionist-uk-costs-roi-2026","no","301","/blog/ai-receptionist-uk-costs-roi-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-quote-follow-up-trades.html","redirect","/blog/ai-quote-follow-up-trades.html","/blog/ai-quote-follow-up-trades","301","true","1","blog/ai-quote-follow-up-trades.html","https://silverstone-ai.com/blog/ai-quote-follow-up-trades","no","301","/blog/ai-quote-follow-up-trades","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-voice-agents-uk-smes-2026.html","redirect","/blog/ai-voice-agents-uk-smes-2026.html","/blog/ai-voice-agents-uk-smes-2026","301","true","1","blog/ai-voice-agents-uk-smes-2026.html","https://silverstone-ai.com/blog/ai-voice-agents-uk-smes-2026","no","301","/blog/ai-voice-agents-uk-smes-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-website-tools-uk-small-businesses-2026.html","redirect","/blog/ai-website-tools-uk-small-businesses-2026.html","/blog/ai-website-tools-uk-small-businesses-2026","301","true","1","blog/ai-website-tools-uk-small-businesses-2026.html","https://silverstone-ai.com/blog/ai-website-tools-uk-small-businesses-2026","no","301","/blog/ai-website-tools-uk-small-businesses-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/dental-recall-automation-uk-2026.html","redirect","/blog/dental-recall-automation-uk-2026.html","/blog/dental-recall-automation-uk-2026","301","true","1","blog/dental-recall-automation-uk-2026.html","https://silverstone-ai.com/blog/dental-recall-automation-uk-2026","no","301","/blog/dental-recall-automation-uk-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/dm-to-client-automation-uk-fitness-coaches-2026.html","redirect","/blog/dm-to-client-automation-uk-fitness-coaches-2026.html","/blog/dm-to-client-automation-uk-fitness-coaches-2026","301","true","1","blog/dm-to-client-automation-uk-fitness-coaches-2026.html","https://silverstone-ai.com/blog/dm-to-client-automation-uk-fitness-coaches-2026","no","301","/blog/dm-to-client-automation-uk-fitness-coaches-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-missed-call-recovery-dentists-uk.html","redirect","/blog/ai-missed-call-recovery-dentists-uk.html","/blog/ai-missed-call-recovery-dentists-uk","301","true","1","blog/ai-missed-call-recovery-dentists-uk.html","https://silverstone-ai.com/blog/ai-missed-call-recovery-dentists-uk","no","301","/blog/ai-missed-call-recovery-dentists-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-lead-scoring-fitness-coaches-uk.html","redirect","/blog/ai-lead-scoring-fitness-coaches-uk.html","/blog/ai-lead-scoring-fitness-coaches-uk","301","true","1","blog/ai-lead-scoring-fitness-coaches-uk.html","https://silverstone-ai.com/blog/ai-lead-scoring-fitness-coaches-uk","no","301","/blog/ai-lead-scoring-fitness-coaches-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/gym-booking-automation-uk-gyms-studios-2026.html","redirect","/blog/gym-booking-automation-uk-gyms-studios-2026.html","/blog/gym-booking-automation-uk-gyms-studios-2026","301","true","1","blog/gym-booking-automation-uk-gyms-studios-2026.html","https://silverstone-ai.com/blog/gym-booking-automation-uk-gyms-studios-2026","no","301","/blog/gym-booking-automation-uk-gyms-studios-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-returns-triage-ecommerce-uk.html","redirect","/blog/ai-returns-triage-ecommerce-uk.html","/blog/ai-returns-triage-ecommerce-uk","301","true","2","blog/ai-returns-triage-ecommerce-uk.html","https://silverstone-ai.com/blog/ai-returns-triage-ecommerce-uk","no","301","/blog/ai-returns-triage-ecommerce-uk","redirect target not recursively followed","refactor","repository evidence + live HTTP","duplicate definition count 2"
"redirect:/blog/quote-chase-automation-uk-trades-accepted-jobs-2026.html","redirect","/blog/quote-chase-automation-uk-trades-accepted-jobs-2026.html","/blog/quote-chase-automation-uk-trades-accepted-jobs-2026","301","true","1","blog/quote-chase-automation-uk-trades-accepted-jobs-2026.html","https://silverstone-ai.com/blog/quote-chase-automation-uk-trades-accepted-jobs-2026","no","301","/blog/quote-chase-automation-uk-trades-accepted-jobs-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/quote-follow-up-automation-uk-trades-2026.html","redirect","/blog/quote-follow-up-automation-uk-trades-2026.html","/blog/quote-follow-up-automation-uk-trades-2026","301","true","1","blog/quote-follow-up-automation-uk-trades-2026.html","https://silverstone-ai.com/blog/quote-follow-up-automation-uk-trades-2026","no","301","/blog/quote-follow-up-automation-uk-trades-2026","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/post-purchase-automation-uk-ecommerce-repeat-customers.html","redirect","/blog/post-purchase-automation-uk-ecommerce-repeat-customers.html","/blog/post-purchase-automation-uk-ecommerce-repeat-customers","301","true","1","blog/post-purchase-automation-uk-ecommerce-repeat-customers.html","https://silverstone-ai.com/blog/post-purchase-automation-uk-ecommerce-repeat-customers","no","301","/blog/post-purchase-automation-uk-ecommerce-repeat-customers","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-automations-physio-chiro-clinics-uk.html","redirect","/blog/ai-automations-physio-chiro-clinics-uk.html","/blog/ai-automations-physio-chiro-clinics-uk","301","true","1","blog/ai-automations-physio-chiro-clinics-uk.html","https://silverstone-ai.com/blog/ai-automations-physio-chiro-clinics-uk","no","301","/blog/ai-automations-physio-chiro-clinics-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/estate-agent-viewing-confirmations-uk.html","redirect","/blog/estate-agent-viewing-confirmations-uk.html","/blog/estate-agent-viewing-confirmations-uk","301","true","1","blog/estate-agent-viewing-confirmations-uk.html","https://silverstone-ai.com/blog/estate-agent-viewing-confirmations-uk","no","301","/blog/estate-agent-viewing-confirmations-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/dental-intake-e-consent-automation-uk.html","redirect","/blog/dental-intake-e-consent-automation-uk.html","/blog/dental-intake-e-consent-automation-uk","301","true","1","blog/dental-intake-e-consent-automation-uk.html","https://silverstone-ai.com/blog/dental-intake-e-consent-automation-uk","no","301","/blog/dental-intake-e-consent-automation-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-win-back-journeys-gyms-uk.html","redirect","/blog/ai-win-back-journeys-gyms-uk.html","/blog/ai-win-back-journeys-gyms-uk","301","true","1","blog/ai-win-back-journeys-gyms-uk.html","https://silverstone-ai.com/blog/ai-win-back-journeys-gyms-uk","no","301","/blog/ai-win-back-journeys-gyms-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-guest-concierge-hotels-bbs-uk.html","redirect","/blog/ai-guest-concierge-hotels-bbs-uk.html","/blog/ai-guest-concierge-hotels-bbs-uk","301","true","1","blog/ai-guest-concierge-hotels-bbs-uk.html","https://silverstone-ai.com/blog/ai-guest-concierge-hotels-bbs-uk","no","301","/blog/ai-guest-concierge-hotels-bbs-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/clinic-rebooking-physio-chiro-uk.html","redirect","/blog/clinic-rebooking-physio-chiro-uk.html","/blog/clinic-rebooking-physio-chiro-uk","301","true","1","blog/clinic-rebooking-physio-chiro-uk.html","https://silverstone-ai.com/blog/clinic-rebooking-physio-chiro-uk","no","301","/blog/clinic-rebooking-physio-chiro-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-rebooking-journeys-salons-uk.html","redirect","/blog/ai-rebooking-journeys-salons-uk.html","/blog/ai-rebooking-journeys-salons-uk","301","true","1","blog/ai-rebooking-journeys-salons-uk.html","https://silverstone-ai.com/blog/ai-rebooking-journeys-salons-uk","no","301","/blog/ai-rebooking-journeys-salons-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-call-answering-trades-uk.html","redirect","/blog/ai-call-answering-trades-uk.html","/blog/ai-call-answering-trades-uk","301","true","1","blog/ai-call-answering-trades-uk.html","https://silverstone-ai.com/blog/ai-call-answering-trades-uk","no","301","/blog/ai-call-answering-trades-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-dental-practices-can-use-ai-missed-call-recovery-to-fill-more-high-value-appointments","redirect","/blog/how-uk-dental-practices-can-use-ai-missed-call-recovery-to-fill-more-high-value-appointments","/blog/ai-missed-call-recovery-dentists-uk","301","true","1","blog/ai-missed-call-recovery-dentists-uk.html","https://silverstone-ai.com/blog/ai-missed-call-recovery-dentists-uk","no","301","/blog/ai-missed-call-recovery-dentists-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-fitness-coaches-can-use-ai-lead-scoring-to-spend-less-time-in-dms-and-more-time-closing-the-right","redirect","/blog/how-uk-fitness-coaches-can-use-ai-lead-scoring-to-spend-less-time-in-dms-and-more-time-closing-the-right","/blog/ai-lead-scoring-fitness-coaches-uk","301","true","1","blog/ai-lead-scoring-fitness-coaches-uk.html","https://silverstone-ai.com/blog/ai-lead-scoring-fitness-coaches-uk","no","301","/blog/ai-lead-scoring-fitness-coaches-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-small-uk-estate-agents-can-use-automated-viewing-confirmations-to-cut-no-shows-and-win-instructions","redirect","/blog/how-small-uk-estate-agents-can-use-automated-viewing-confirmations-to-cut-no-shows-and-win-instructions","/blog/estate-agent-viewing-confirmations-uk","301","true","1","blog/estate-agent-viewing-confirmations-uk.html","https://silverstone-ai.com/blog/estate-agent-viewing-confirmations-uk","no","301","/blog/estate-agent-viewing-confirmations-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-small-physio-and-chiro-clinics-can-cut-missed-sessions-and-improve-treatment-completion-with-simple-ai-automations","redirect","/blog/how-small-physio-and-chiro-clinics-can-cut-missed-sessions-and-improve-treatment-completion-with-simple-ai-automations","/blog/ai-automations-physio-chiro-clinics-uk","301","true","1","blog/ai-automations-physio-chiro-clinics-uk.html","https://silverstone-ai.com/blog/ai-automations-physio-chiro-clinics-uk","no","301","/blog/ai-automations-physio-chiro-clinics-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-ecommerce-brands-can-use-ai-returns-triage-to-cut-support-load-and-keep-customers-happy","redirect","/blog/how-uk-ecommerce-brands-can-use-ai-returns-triage-to-cut-support-load-and-keep-customers-happy","/blog/ai-returns-triage-ecommerce-uk","301","true","1","blog/ai-returns-triage-ecommerce-uk.html","https://silverstone-ai.com/blog/ai-returns-triage-ecommerce-uk","no","301","/blog/ai-returns-triage-ecommerce-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-gyms-and-fitness-studios-can-use-ai-win-back-journeys-to-reactivate-inactive-members","redirect","/blog/how-uk-gyms-and-fitness-studios-can-use-ai-win-back-journeys-to-reactivate-inactive-members","/blog/ai-win-back-journeys-gyms-uk","301","true","1","blog/ai-win-back-journeys-gyms-uk.html","https://silverstone-ai.com/blog/ai-win-back-journeys-gyms-uk","no","301","/blog/ai-win-back-journeys-gyms-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-hotels-and-b-and-bs-can-install-a-24-7-ai-guest-concierge-a-90-day-checklist-costs-and-data-risk","redirect","/blog/how-uk-hotels-and-b-and-bs-can-install-a-24-7-ai-guest-concierge-a-90-day-checklist-costs-and-data-risk","/blog/ai-guest-concierge-hotels-bbs-uk","301","true","1","blog/ai-guest-concierge-hotels-bbs-uk.html","https://silverstone-ai.com/blog/ai-guest-concierge-hotels-bbs-uk","no","301","/blog/ai-guest-concierge-hotels-bbs-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-viewing-feedback-estate-agents-uk.html","redirect","/blog/ai-viewing-feedback-estate-agents-uk.html","/blog/ai-viewing-feedback-estate-agents-uk","301","true","1","blog/ai-viewing-feedback-estate-agents-uk.html","https://silverstone-ai.com/blog/ai-viewing-feedback-estate-agents-uk","no","301","/blog/ai-viewing-feedback-estate-agents-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-estate-agents-can-use-ai-viewing-feedback-follow-up-to-win-more-instructions.html","redirect","/blog/how-uk-estate-agents-can-use-ai-viewing-feedback-follow-up-to-win-more-instructions.html","/blog/ai-viewing-feedback-estate-agents-uk","301","true","1","blog/ai-viewing-feedback-estate-agents-uk.html","https://silverstone-ai.com/blog/ai-viewing-feedback-estate-agents-uk","no","301","/blog/ai-viewing-feedback-estate-agents-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-estate-agents-can-use-ai-viewing-feedback-follow-up-to-win-more-instructions","redirect","/blog/how-uk-estate-agents-can-use-ai-viewing-feedback-follow-up-to-win-more-instructions","/blog/ai-viewing-feedback-estate-agents-uk","301","true","1","blog/ai-viewing-feedback-estate-agents-uk.html","https://silverstone-ai.com/blog/ai-viewing-feedback-estate-agents-uk","no","301","/blog/ai-viewing-feedback-estate-agents-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-physio-and-chiropractic-clinics-can-automate-rebooking-to-keep-patients-on-plan","redirect","/blog/how-uk-physio-and-chiropractic-clinics-can-automate-rebooking-to-keep-patients-on-plan","/blog/clinic-rebooking-physio-chiro-uk","301","true","1","blog/clinic-rebooking-physio-chiro-uk.html","https://silverstone-ai.com/blog/clinic-rebooking-physio-chiro-uk","no","301","/blog/clinic-rebooking-physio-chiro-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-salons-and-barbers-can-use-ai-rebooking-journeys-to-fill-gaps-between-appointments","redirect","/blog/how-uk-salons-and-barbers-can-use-ai-rebooking-journeys-to-fill-gaps-between-appointments","/blog/ai-rebooking-journeys-salons-uk","301","true","1","blog/ai-rebooking-journeys-salons-uk.html","https://silverstone-ai.com/blog/ai-rebooking-journeys-salons-uk","no","301","/blog/ai-rebooking-journeys-salons-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/how-uk-trades-businesses-can-use-ai-call-answering-to-stop-after-hours-emergency-jobs-going-to-competitors","redirect","/blog/how-uk-trades-businesses-can-use-ai-call-answering-to-stop-after-hours-emergency-jobs-going-to-competitors","/blog/ai-call-answering-trades-uk","301","true","1","blog/ai-call-answering-trades-uk.html","https://silverstone-ai.com/blog/ai-call-answering-trades-uk","no","301","/blog/ai-call-answering-trades-uk","redirect target not recursively followed","retain","repository evidence + live HTTP",""
"redirect:/blog/ai-lead-capture-trades-uk-2026","redirect","/blog/ai-lead-capture-trades-uk-2026","/blog/ai-lead-capture-trades-uk-2026","301","true","1","blog/ai-lead-capture-trades-uk-2026.html","https://silverstone-ai.com/blog/ai-lead-capture-trades-uk-2026","no","301","/blog/ai-lead-capture-trades-uk-2026","loop","rewrite","repository evidence + live HTTP","forced self-redirect"
