source_url,route_category,evidence,current_status_before_fix,classification,destination,reason,expected_http_status,expected_final_url,expected_hops,in_old_sitemap,known_internal_links,close_current_replacement
https://silverstone-ai.com/blog/how-small-physio-and-chiro-clinics-can-cut-missed-sessions-and-improve-treatment-completion-with-simple-ai-automations,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-small-uk-estate-agents-can-use-automated-viewing-confirmations-to-cut-no-shows-and-win-instructions,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-dental-practices-can-automate-patient-intake-and-e-consent-to-cut-admin-speed-treatment-starts-and,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-dental-practices-can-use-ai-missed-call-recovery-to-fill-more-high-value-appointments,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-ecommerce-brands-can-use-ai-returns-triage-to-cut-support-load-and-keep-customers-happy,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-estate-agents-can-use-ai-viewing-feedback-follow-up-to-win-more-instructions,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-fitness-coaches-can-use-ai-lead-scoring-to-spend-less-time-in-dms-and-more-time-closing-the-right,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-gyms-and-fitness-studios-can-use-ai-win-back-journeys-to-reactivate-inactive-members,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-hotels-and-b-and-bs-can-install-a-24-7-ai-guest-concierge-a-90-day-checklist-costs-and-data-risk,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-physio-and-chiropractic-clinics-can-automate-rebooking-to-keep-patients-on-plan,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-salons-and-barbers-can-use-ai-rebooking-journeys-to-fill-gaps-between-appointments,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
https://silverstone-ai.com/blog/how-uk-trades-businesses-can-use-ai-call-answering-to-stop-after-hours-emergency-jobs-going-to-competitors,legacy-blog-deleted,netlify.toml long-form alias era (e9e1f4a9..15f08f65); article deleted at cutover 9fcfb1fe,301->/blog (live) / 404 (undeployed pass),REMOVE_410,,article deleted at cutover; no equivalent replacement,410,,0,no,no,no
