card_id,path,status,root_cause_groups,themes,live_http,live_metadesc_present,live_metadesc_len,live_h1_count_raw_html,live_main_chars,live_canonical_selfref,live_robots,live_ld_types,live_title_len
126,/blog/ai-voice-agent-buyers-guide,confirmed-3p-mutation,RC-02|RC-04|RC-06,H1_DUPLICATE|DATES|TITLE_TAG,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
127,/industry/gyms-fitness-studios,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ|THIN,200,True,160,1,5447,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,49
128,/pricing,obsolete-advice,RC-01|RC-05,META_DESC|FAQ|THIN,200,True,117,1,3030,True,"index, follow",BreadcrumbList|ListItem|WebPage,34
129,/services/ai-receptionists,obsolete-advice,RC-01|RC-05,META_DESC|FAQ|THIN,200,True,152,1,6632,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,44
130,/blog/ai-voice-agent-buyers-guide,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|CITATION|VALUEPROP,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
131,/blog/ai-voice-agent-buyers-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,149,1,11197,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
132,/blog/small-business-ai-automation,refuted-live,RC-02,SCHEMA|DATES,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
133,/industry/dentists,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
134,/blog/small-business-ai-automation,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
135,/industry/dentists,confirmed-runtime,RC-01|RC-04|RC-05,META_DESC|H1_DUPLICATE|HEADING_GENERIC|FAQ,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
136,/blog/small-business-ai-automation,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|READABILITY|COOKIE_H1|VALUEPROP,200,True,155,1,10897,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,54
137,/industry/dentists,recommendation-only,RC-01|RC-07,META_DESC|READABILITY,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
138,/industry/dentists,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ|THIN,200,True,170,1,5234,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
139,/,recommendation-only,RC-01|RC-02|RC-07,META_DESC|DATES|VALUEPROP,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
140,/blog/ai-estate-agents-systems-agencies,confirmed-runtime,RC-01|RC-02|RC-04,META_DESC|H1_DUPLICATE|DATES,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
141,/,refuted-live,RC-01,META_DESC|THIN,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
142,/blog/ai-estate-agents-systems-agencies,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
143,/blog/homepage-first-redesigns-misdiagnose-conversion,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
144,/blog/ai-estate-agents-systems-agencies,confirmed-runtime,RC-02|RC-04,H1_DUPLICATE|SCHEMA|DATES,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
145,/blog/homepage-first-redesigns-misdiagnose-conversion,refuted-live,RC-02,SCHEMA|DATES,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
146,/blog/ai-estate-agents-systems-agencies,confirmed-3p-mutation,RC-04|RC-06|RC-07,H1_DUPLICATE|HEADING_GENERIC|READABILITY|TITLE_TAG,200,True,150,1,10747,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,52
147,/,recommendation-only,RC-01|RC-07,META_DESC|THIN|READABILITY,200,True,132,1,10679,True,"index, follow",BreadcrumbList|ImageObject|ListItem|Organization|PostalAddress|WebPage|WebSite,64
148,/blog/homepage-first-redesigns-misdiagnose-conversion,confirmed-3p-mutation,RC-03|RC-04|RC-06,H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1|TITLE_TAG,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
149,/services/web-design-development,recommendation-only,RC-01|RC-07,META_DESC|TABLE,200,True,169,1,5820,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
150,/blog/automate-no-show-follow-up,recommendation-only,RC-07,CITATION,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
151,/blog/homepage-first-redesigns-misdiagnose-conversion,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|VALUEPROP,200,True,141,1,9620,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,51
152,/blog/fitness-coach-enquiry-automation,recommendation-only,RC-07,OTHER,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
153,/services/web-design-development,confirmed-runtime,RC-01|RC-04|RC-05|RC-07,META_DESC|H1_DUPLICATE|HEADING_GENERIC|FAQ|THIN|READABILITY,200,True,169,1,5820,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
154,/blog/automate-no-show-follow-up,recommendation-only,RC-07,CITATION,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
155,/blog/how-dental-practices-should-run,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
156,/blog/fitness-coach-enquiry-automation,refuted-live,RC-02,SCHEMA|DATES,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
157,/blog/how-dental-practices-should-run,recommendation-only,RC-07,TABLE,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
158,/blog/automate-no-show-follow-up,refuted-live,RC-02,SCHEMA|DATES,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
159,/services/web-design-development,obsolete-advice,RC-01|RC-05|RC-07,META_DESC|FAQ|THIN|READABILITY,200,True,169,1,5820,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
160,/blog/fitness-coach-enquiry-automation,confirmed-3p-mutation,RC-04|RC-06,H1_DUPLICATE|HEADING_GENERIC|TITLE_TAG,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
161,/blog/automate-no-show-follow-up,confirmed-runtime,RC-04,H1_DUPLICATE,200,True,144,1,12904,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
162,/blog/fitness-coach-enquiry-automation,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
163,/services/web-design-development,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|READABILITY,200,True,169,1,5820,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,52
164,/blog/estate-agent-automation-guide,confirmed-runtime,RC-01|RC-02|RC-04,META_DESC|H1_DUPLICATE|DATES,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
165,/blog/how-dental-practices-should-run,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ|DATES,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
167,/blog/estate-agent-automation-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
169,/blog/build-a-prototype-instead,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
170,/blog/how-dental-practices-should-run,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|HEADING_GENERIC|READABILITY,200,True,138,1,12485,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,41
171,/blog/build-a-prototype-instead,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
172,/blog/estate-agent-automation-guide,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
173,/blog/physio-chiropractic-ai-guide,recommendation-only,RC-01|RC-07,THIN|CITATION,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
175,/blog/estate-agent-automation-guide,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE|HEADING_GENERIC,200,True,157,1,10270,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
176,/blog/build-a-prototype-instead,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ|DATES,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
177,/blog/physio-chiropractic-ai-guide,recommendation-only,RC-07,CITATION,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
178,/blog/ecommerce-brands-websites-apps-ai-systems,refuted-live,RC-02,SCHEMA|DATES,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
179,/blog/dental-practice-automation-guide,confirmed-3p-mutation,RC-01|RC-04|RC-06,META_DESC|H1_DUPLICATE|THIN|TITLE_TAG,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
180,/blog/build-a-prototype-instead,confirmed-runtime,RC-03|RC-04,H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
181,/blog/physio-chiropractic-ai-guide,confirmed-3p-mutation,RC-02|RC-03|RC-04|RC-05|RC-06,H1_DUPLICATE|SCHEMA|FAQ|DATES|COOKIE_H1|TITLE_TAG,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
182,/blog/dental-practice-automation-guide,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
183,/industry,confirmed-runtime,RC-01|RC-02|RC-04|RC-07,H1_DUPLICATE|THIN|DATES|INTERNAL_LINK,200,True,131,1,3827,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,38
184,/blog/physio-chiropractic-ai-guide,confirmed-runtime,RC-04|RC-07,H1_DUPLICATE|HEADING_GENERIC|READABILITY,200,True,138,1,14012,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,39
185,/blog/ecommerce-brands-websites-apps-ai-systems,recommendation-only,RC-07,CITATION,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
186,/blog/dental-practice-automation-guide,confirmed-runtime,RC-02|RC-04|RC-05,H1_DUPLICATE|SCHEMA|FAQ|DATES,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
187,/industry,refuted-live,RC-01|RC-02,META_DESC|THIN|DATES,200,True,131,1,3827,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,38
188,/blog/ecommerce-brands-websites-apps-ai-systems,confirmed-3p-mutation,RC-02|RC-04|RC-06,H1_DUPLICATE|SCHEMA|DATES|TITLE_TAG,200,True,132,1,11401,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
189,/industry,obsolete-advice,RC-01|RC-05|RC-07,FAQ|THIN|CITATION|TABLE,200,True,131,1,3827,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,38
190,/blog/content-creation-framework,confirmed-runtime,RC-01|RC-02|RC-04,META_DESC|H1_DUPLICATE|DATES,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
191,/blog/dental-practice-automation-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|HEADING_GENERIC|COOKIE_H1,200,True,152,1,11338,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,61
192,/blog/content-creation-framework,confirmed-3p-mutation,RC-01|RC-04|RC-06|RC-07,META_DESC|H1_DUPLICATE|TITLE_TAG|VALUEPROP,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
193,/industry,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,131,1,3827,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,38
194,/services,confirmed-runtime,RC-01|RC-02|RC-04|RC-07,H1_DUPLICATE|THIN|TABLE|DATES,200,True,136,1,2811,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,51
195,/industry/estate-agents,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,171,1,5454,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
196,/blog/content-creation-framework,recommendation-only,RC-01|RC-07,META_DESC|VALUEPROP,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
197,/blog/ecommerce-ai-systems-guide,confirmed-runtime,RC-01|RC-03|RC-04,META_DESC|H1_DUPLICATE|COOKIE_H1,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
198,/industry/estate-agents,confirmed-runtime,RC-01|RC-04|RC-05,META_DESC|H1_DUPLICATE|HEADING_GENERIC|FAQ|THIN,200,True,171,1,5454,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
199,/services,obsolete-advice,RC-01|RC-02|RC-05,SCHEMA|FAQ|THIN|DATES,200,True,136,1,2811,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,51
200,/blog/ecommerce-ai-systems-guide,confirmed-runtime,RC-01|RC-02|RC-03|RC-04|RC-05,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|DATES|COOKIE_H1,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
201,/blog/content-creation-framework,confirmed-runtime,RC-02|RC-03|RC-04|RC-05,H1_DUPLICATE|SCHEMA|FAQ|DATES|COOKIE_H1,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
202,/services,unverified,RC-01|RC-02|RC-07|RC-08,META_DESC|SCHEMA|THIN|TABLE|PERF,200,True,136,1,2811,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,51
203,/industry/estate-agents,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|THIN|READABILITY,200,True,171,1,5454,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
204,/blog/ecommerce-ai-systems-guide,confirmed-3p-mutation,RC-01|RC-04|RC-06,META_DESC|H1_DUPLICATE|TITLE_TAG,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
205,/blog/build-a-prototype-instead,confirmed-runtime,RC-04|RC-07,H1_DUPLICATE|TLDR,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
206,/services,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,136,1,2811,True,"index, follow",BreadcrumbList|CollectionPage|ListItem,51
207,/industry/estate-agents,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,171,1,5454,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,51
208,/blog/ecommerce-ai-systems-guide,confirmed-3p-mutation,RC-01|RC-03|RC-04|RC-06|RC-07,META_DESC|H1_DUPLICATE|COOKIE_H1|TITLE_TAG|VALUEPROP,200,True,136,1,11198,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
209,/blog/bespoke-app-development-guide,confirmed-runtime,RC-01|RC-02|RC-04|RC-05|RC-07,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|TABLE|DATES,200,True,139,1,9209,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
210,/services/app-development,recommendation-only,RC-01|RC-07,META_DESC|THIN|CITATION,200,True,167,1,4231,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,43
211,/blog/ai-trades-operating-system-websites-automation,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|TLDR,200,True,159,1,9720,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
212,/blog/build-a-prototype-instead,refuted-live,RC-02,SCHEMA|DATES,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
213,/blog/bespoke-app-development-guide,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,139,1,9209,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
214,/services/app-development,refuted-live,RC-01,META_DESC,200,True,167,1,4231,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,43
215,/blog/ai-trades-operating-system-websites-automation,confirmed-runtime,RC-01|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION,200,True,159,1,9720,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
216,/blog/build-a-prototype-instead,obsolete-advice,RC-05|RC-07,FAQ|CITATION,200,True,151,1,11674,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,46
217,/blog/bespoke-app-development-guide,refuted-live,RC-02,SCHEMA|DATES,200,True,139,1,9209,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
218,/blog/ai-trades-operating-system-websites-automation,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,159,1,9720,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
219,/blog/bespoke-app-development-guide,confirmed-3p-mutation,RC-01|RC-02|RC-04|RC-05|RC-06,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|TITLE_TAG,200,True,139,1,9209,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,47
220,/industry/physios-chiropractors,obsolete-advice,RC-01|RC-05|RC-07,META_DESC|FAQ|CITATION,200,True,148,1,5194,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
221,/services/app-development,refuted-live,RC-02,SCHEMA|DATES,200,True,167,1,4231,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,43
222,/blog/ai-trades-operating-system-websites-automation,refuted-live,RC-02,SCHEMA|DATES,200,True,159,1,9720,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,49
223,/blog/fitness-coach-enquiry-automation,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|CITATION|COOKIE_H1,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
224,/industry/physios-chiropractors,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,148,1,5194,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
225,/blog/content-creation-framework,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|CITATION|COOKIE_H1|TLDR,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
226,/services/app-development,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,167,1,4231,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,43
227,/blog/fitness-coach-enquiry-automation,recommendation-only,RC-01|RC-07,META_DESC|CITATION,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
228,/industry/physios-chiropractors,obsolete-advice,RC-02|RC-05|RC-07,SCHEMA|FAQ|CITATION,200,True,148,1,5194,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
229,/blog/content-creation-framework,obsolete-advice,RC-01|RC-02|RC-05|RC-07,META_DESC|SCHEMA|FAQ|VALUEPROP,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
230,/blog/fitness-coach-enquiry-automation,refuted-live,RC-01|RC-02,META_DESC|SCHEMA|DATES,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
231,/industry/physios-chiropractors,obsolete-advice,RC-05|RC-07,FAQ|VALUEPROP,200,True,148,1,5194,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
232,/blog/fitness-coach-enquiry-automation,obsolete-advice,RC-02|RC-05,SCHEMA|FAQ,200,True,138,1,10033,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
233,/blog/content-creation-framework,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
234,/blog/small-business-web-development,confirmed-runtime,RC-02|RC-03|RC-04,H1_DUPLICATE|SCHEMA|COOKIE_H1,200,True,157,1,11291,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
235,/blog/hospitality-automation-smes-build-first,recommendation-only,RC-01|RC-07,META_DESC|CITATION|TLDR|VALUEPROP,200,True,163,1,11735,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,55
236,/blog/content-creation-framework,confirmed-runtime,RC-02|RC-04,H1_DUPLICATE|SCHEMA|DATES,200,True,143,1,11773,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,50
237,/blog/content-creation-system-should-build-not,refuted-live,RC-01,META_DESC,200,True,148,1,10711,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
238,/blog/small-business-web-development,obsolete-advice,RC-01|RC-02|RC-05,META_DESC|SCHEMA|FAQ,200,True,157,1,11291,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
239,/blog/hospitality-automation-smes-build-first,confirmed-runtime,RC-01|RC-02|RC-04|RC-05|RC-07,META_DESC|H1_DUPLICATE|SCHEMA|FAQ|VALUEPROP,200,True,163,1,11735,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,55
240,/blog/content-creation-system-should-build-not,recommendation-only,RC-01|RC-07,META_DESC|CITATION,200,True,148,1,10711,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
241,/blog/conversion-focused-website-planning,recommendation-only,RC-01|RC-07,META_DESC|CITATION|VALUEPROP,200,True,159,1,9819,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,53
242,/blog/small-business-web-development,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|THIN|COOKIE_H1|VALUEPROP,200,True,157,1,11291,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,48
243,/blog/hospitality-automation-smes-build-first,confirmed-runtime,RC-01|RC-04,META_DESC|H1_DUPLICATE,200,True,163,1,11735,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,55
244,/blog/conversion-focused-website-planning,refuted-live,RC-02,SCHEMA|DATES,200,True,159,1,9819,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,53
245,/services/ai-consulting,obsolete-advice,RC-01|RC-05|RC-07,META_DESC|FAQ|THIN|TLDR,200,True,150,1,4197,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
246,/blog/hospitality-automation-smes-build-first,confirmed-runtime,RC-02|RC-04,H1_DUPLICATE|SCHEMA|DATES,200,True,163,1,11735,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,55
247,/blog/conversion-focused-website-planning,obsolete-advice,RC-01|RC-02|RC-05,SCHEMA|FAQ|THIN,200,True,159,1,9819,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,53
248,/blog/content-creation-system-should-build-not,confirmed-runtime,RC-02|RC-04|RC-05,H1_DUPLICATE|SCHEMA|FAQ,200,True,148,1,10711,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
249,/services/ai-consulting,recommendation-only,RC-02|RC-07,SCHEMA|CITATION|TABLE,200,True,150,1,4197,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
250,/book,obsolete-advice,RC-01|RC-05|RC-07,META_DESC|FAQ|THIN|CITATION,200,True,107,1,2578,True,"index, follow",BreadcrumbList|ListItem|WebPage,38
251,/blog/content-creation-system-should-build-not,refuted-live,RC-01|RC-02,SCHEMA|THIN|DATES,200,True,148,1,10711,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,56
252,/blog/conversion-focused-website-planning,confirmed-3p-mutation,RC-01|RC-04|RC-06|RC-07,META_DESC|H1_DUPLICATE|THIN|CITATION|TITLE_TAG|VALUEPROP,200,True,159,1,9819,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,53
253,/services/ai-consulting,refuted-live,RC-01|RC-02,META_DESC|SCHEMA,200,True,150,1,4197,True,"index, follow",BreadcrumbList|BusinessAudience|Country|ListItem|Organization|Service,46
254,/blog/salon-barber-ai-guide,confirmed-runtime,RC-01|RC-03|RC-04|RC-07,META_DESC|H1_DUPLICATE|READABILITY|CITATION|COOKIE_H1|TLDR|VALUEPROP,200,True,137,1,9931,True,"index, follow",BlogPosting|BreadcrumbList|ImageObject|ListItem|Organization,45
